"function_name","return_declaration","signature","header_file","source_line"
"UF_SF_create_combined_load_case","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_combined_load_case ( char* clc_name , int num_comps , tag_t* lbc_tags , double* lbc_scales , tag_t* clc_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","1041"
"UF_SF_create_defeature_body","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_defeature_body ( UF_SF_defeature_parms_p_t defeature_parms_p, tag_t *feature_tag, int *n_failing_wound_edges, tag_t **failing_wound_edges );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5300"
"UF_SF_create_dursol_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_dursol_nx ( const char* name, tag_t solution_tag, tag_t *dursol_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5428"
"UF_SF_create_fem","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_fem ( const char* fem_name, tag_t cad_part_tag, const char* idealized_part_name, logical use_all_bodies_flag, int num_bodies, const tag_t* body_tags, const char* solver_name, const char* analysis_type_name, int num_desc_lines, const char** description, tag_t* new_fem_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4542"
"UF_SF_create_fem_with_geom_opts","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_fem_with_geom_opts ( const char* fem_name, tag_t cad_part_tag, const char* idealized_part_name, logical use_all_bodies_flag, int num_bodies, const tag_t* body_tags, const char* solver_name, const char* analysis_type_name, int num_desc_lines, const char** description, UF_SF_geom_options_t geom_options, tag_t* new_fem_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4590"
"UF_SF_create_hardpoint_on_geom","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_hardpoint_on_geom ( tag_t geom_tag, double ref_point[3], tag_p_t hardpoint_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4747"
"UF_SF_create_idealize_body","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_idealize_body ( tag_t body_tag, UF_SF_idealize_parms_p_t parms_p, tag_t *feature_tag, int *n_failing_wound_edges, tag_t **failing_wound_edges );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","3730"
"UF_SF_create_idealize_region","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_idealize_region ( UF_SF_idealize_region_p_t region_p, UF_SF_idealize_parms_p_t parms_p, tag_t *feature_tag, int *n_failing_wound_edges, tag_t **failing_wound_edges );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","3767"
"UF_SF_create_lv_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_lv_nx ( const char *lv_name, double scaling_factor, int count, UF_SF_lv_function_mode_t function_type, tag_t solution_step_tag, tag_t dursol_tag, tag_t *lv_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5688"
"UF_SF_create_material","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_material( char* name, char* category, UF_SF_neutral_material_types_t material_type, UF_SF_material_prop_p_t property_values, UF_SF_library_material_t library_material, tag_p_t material_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_cae_retiring.h","2666"
"UF_SF_create_mesh_mating_condition","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_mesh_mating_condition ( tag_t assembling_geom, tag_t target_geom, char* assembly_name, int seed_mesh, UF_SF_assembly_type_t assembly_type, double merge_tolerance, double match_tolerance, tag_t *assembly_mesh );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","3198"
"UF_SF_create_offset_midsrf","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_offset_midsrf ( tag_t seed_face, double cliff_angle, double percentage_dist, tag_t *midsurface_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","3382"
"UF_SF_create_report","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_report(void);","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf_retiring.h","52"
"UF_SF_create_scenario_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_scenario_nx( const char* scenario_name , tag_t* new_scenario_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","1289"
"UF_SF_create_simulation","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_simulation ( const char* simulation_name, tag_t fem_tag, int num_desc_lines, const char** description, tag_t* new_simulation_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4668"
"UF_SF_create_solution_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_solution_nx( tag_t solution_desc, tag_t solver_desc, const char* solution_name , tag_t* solution_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","2679"
"UF_SF_create_step_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_step_nx( tag_t step_desc, const char* step_name, tag_t solution_tag, tag_t* step_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","2713"
"UF_SF_create_surface_contact_mesh","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_surface_contact_mesh( tag_t source_face , tag_t target_face , void *property , tag_p_t mesh_recipe );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","3137"
"UF_SF_create_swept_hex_mesh","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_swept_hex_mesh ( tag_t solid_body, tag_t source_face, logical midnodes, double elem_size, tag_p_t mesh_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4424"
"UF_SF_create_userdef_midsrf","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_userdef_midsrf ( UF_SF_midsrf_user_parms_p_t parms_p, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4171"
"UF_SF_create_weld_mesh","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_create_weld_mesh( UF_SF_1d_mesh_data_t* mesh_data , UF_SF_orientation_data_t* orient_data , int num_objects , tag_t* obj_array , int num_top_faces , tag_t* top_face_array , int num_bot_faces , tag_t* bot_face_array , tag_t* mesh_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","752"
"UF_SF_CURVE_create_arc_3point","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_CURVE_create_arc_3point ( tag_t point1, tag_t point2, tag_t point3, UF_CURVE_limit_p_t limit_p[2], tag_t support_plane, logical is_asso, tag_p_t arc_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf_curve.h","68"
"UF_SF_CURVE_create_arc_center_radius","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_CURVE_create_arc_center_radius ( tag_t center, double radius, tag_t help_point, UF_CURVE_limit_p_t limit_p[2], tag_t support_plane, logical is_asso, tag_p_t arc_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf_curve.h","126"
"UF_SF_CURVE_create_arc_point_center","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_CURVE_create_arc_point_center ( tag_t point, tag_t center, UF_CURVE_limit_p_t limit_p[2], tag_t support_plane, logical is_asso, tag_p_t arc_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf_curve.h","107"
"UF_SF_CURVE_create_arc_point_point_radius","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_CURVE_create_arc_point_point_radius ( tag_t point1, tag_t point2, double radius, UF_CURVE_limit_p_t limit_p[2], tag_t support_plane, logical is_asso, tag_p_t arc_feature_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf_curve.h","88"
"UF_SF_CURVE_create_line_arc","extern ""C"" { extern UFUN_CAEEXPORT int","extern ""C"" { extern UFUN_CAEEXPORT int UF_SF_CURVE_create_line_arc ( UF_CURVE_line_arc_t *line_arc_data, tag_t * curve_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf_curve.h","17"
"UF_SF_CURVE_create_line_point_point","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_CURVE_create_line_point_point ( tag_t point1, tag_t point2, UF_CURVE_limit_p_t limit_p[2], tag_t support_plane, logical is_asso, tag_p_t line_feature_id );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf_curve.h","49"
"UF_SF_delete_disp_results","extern UGOPENINT_CAEEXPORT int","extern UGOPENINT_CAEEXPORT int UF_SF_delete_disp_results ( int delete_legend_sw );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf_ugopenint.h","249"
"UF_SF_delete_dursol_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_delete_dursol_nx ( tag_t dursol_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5449"
"UF_SF_delete_lv_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_delete_lv_nx ( tag_t dursol_tag, tag_t lv_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5725"
"UF_SF_delete_mesh_mating_condition","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_delete_mesh_mating_condition ( int num_mmc, tag_t mmc_array[] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","3236"
"UF_SF_delete_scenario","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_delete_scenario( tag_t master_tag, const char *scenario_name );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4019"
"UF_SF_delete_solution_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_delete_solution_nx( tag_t solution );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","2969"
"UF_SF_delete_step_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_delete_step_nx( tag_t step );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","2986"
"UF_SF_display_mesh","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_display_mesh ( tag_t mesh_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4069"
"UF_SF_dursol_add_load_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_dursol_add_load_nx ( tag_t dursol_tag, tag_t lv_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5580"
"UF_SF_dursol_ask_load_count_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_dursol_ask_load_count_nx ( tag_t dursol_tag, int *num_lv );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5618"
"UF_SF_dursol_ask_load_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_dursol_ask_load_nx ( tag_t dursol_tag, int lv_index, tag_t *lv_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5639"
"UF_SF_dursol_locate_all_members_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_dursol_locate_all_members_nx ( tag_t dursol_tag, int* num_lv, tag_p_t* lv_pp );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5663"
"UF_SF_dursol_remove_load_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_dursol_remove_load_nx ( tag_t dursol_tag, tag_t lv_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5598"
"UF_SF_edge_ask_adjacent_edges","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edge_ask_adjacent_edges ( tag_t cae_tag, int *num_edges, tag_p_t *edges ) ;","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5976"
"UF_SF_edge_ask_body","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edge_ask_body ( tag_t cae_tag, tag_p_t body_p ) ;","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5986"
"UF_SF_edge_ask_bounding_box","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edge_ask_bounding_box ( tag_t cae_tag, double pad_bounding_box[6] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5995"
"UF_SF_edge_ask_end_points","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edge_ask_end_points (tag_t cae_tag, double start_pt[3], double end_pt[3], double start_tangent[3], double end_tangent[3] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","6004"
"UF_SF_edge_ask_faces","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edge_ask_faces ( tag_t cae_tag, int *num_faces, tag_p_t *faces ) ;","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5966"
"UF_SF_edge_ask_length","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edge_ask_length ( tag_t cae_tag, double *pd_length );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","6016"
"UF_SF_edge_evaluate_closest_point","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edge_evaluate_closest_point ( tag_t cae_tag, double ad_point[3], double ad_out_point[3], double *pd_param );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","6025"
"UF_SF_edge_evaluate_param_location","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edge_evaluate_param_location ( tag_t cae_tag, double d_param, double ad_out_point[3] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","6036"
"UF_SF_edit_beam_orientation","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edit_beam_orientation ( tag_t mesh_tag , UF_SF_orientation_data_t* orient_data );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","794"
"UF_SF_edit_defeature_parms","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edit_defeature_parms ( tag_t feature_tag, UF_SF_defeature_parms_p_t defeature_parms_p, int *n_failing_wound_edges, tag_t **failing_wound_edges );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5338"
"UF_SF_edit_dursol_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edit_dursol_nx ( tag_t dursol_tag, const char* dursol_name, UF_SF_dursol_stress_criterion_t *stress_criterion, UF_SF_dursol_stress_type_t *stress_type, UF_SF_dursol_design_life_criterion_t *design_life_criterion, int *fatigue_cycles, double *k_factor, UF_SF_dursol_fatigue_life_criterion_t *fatigue_life_criterion, int *design_cycles );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5527"
"UF_SF_edit_idealize_parms","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edit_idealize_parms ( tag_t feature_tag, UF_SF_idealize_parms_p_t parms_p, int *n_failing_wound_edges, tag_t **failing_wound_edges );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","3853"
"UF_SF_edit_lv_nx","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edit_lv_nx ( tag_t lv_tag, const char* lv_name, double *scaling_factor, int *count, UF_SF_lv_function_mode_t *function_type );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5783"
"UF_SF_edit_mesh_mating_condition","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edit_mesh_mating_condition ( int num_mmc, tag_t mmc_array[], int make_mesh_coincident, int mesh_mating_type );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","3255"
"UF_SF_edit_offset_midsrf","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edit_offset_midsrf ( tag_t seed_face, double cliff_angle, double percentage_dist, tag_t *midsurface_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","3423"
"UF_SF_edit_userdef_midsrf","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_edit_userdef_midsrf ( UF_SF_midsrf_user_parms_p_t parms_p, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4206"
"UF_SF_facepair_ask_midsrf_frec","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_facepair_ask_midsrf_frec ( tag_t facepair_feature_tag, tag_t *midsrf_feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4405"
"UF_SF_face_ask_adjacent_faces","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_face_ask_adjacent_faces ( tag_t cae_tag, int *num_faces, tag_p_t *faces ) ;","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5931"
"UF_SF_face_ask_area","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_face_ask_area ( tag_t cae_tag, double *pd_area ) ;","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5913"
"UF_SF_face_ask_body","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_face_ask_body ( tag_t cae_tag, tag_p_t body_p );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5904"
"UF_SF_face_ask_bounding_box","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_face_ask_bounding_box ( tag_t cae_tag, double pad_bounding_box[6] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5922"
"UF_SF_face_ask_edges","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_face_ask_edges ( tag_t cae_tag, int *num_edges, tag_p_t *edges ) ;","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5894"
"UF_SF_face_evaluate_closest_point","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_face_evaluate_closest_point ( tag_t cae_tag, int num_evaluations, double xyz[], double xyz_cl[], double uv_cl[], double nrml[], double dist[], int in_out[] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5941"
"UF_SF_face_evaluate_param_location","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_face_evaluate_param_location ( tag_t cae_tag, double ad_param[2], double ad_out_point[3] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5956"
"UF_SF_fem_ask_cad_part","extern UFUN_CAEEXPORT tag_t","extern UFUN_CAEEXPORT tag_t UF_SF_fem_ask_cad_part ( tag_t fem_tag, logical* is_idealized_part );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4639"
"UF_SF_find_mesh","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_find_mesh( tag_t object_tag , UF_SF_mesh_dimension_t dimension , int* num_of_meshes , tag_t** mesh_items_p );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","1194"
"UF_SF_find_minimum_distance","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_find_minimum_distance ( tag_t entity_1, tag_t entity_2, double *min_dist, double point1[3], double point2[3] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","6047"
"UF_SF_free_defeature_parms","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_free_defeature_parms ( UF_SF_defeature_parms_p_t def_parms_p );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","5278"
"UF_SF_free_fatigue_prop","extern UFUN_CAEEXPORT void","extern UFUN_CAEEXPORT void UF_SF_free_fatigue_prop( UF_SF_material_fatigue_prop_p_t property_values );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_cae_retiring.h","3281"
"UF_SF_free_formability_prop","extern UFUN_CAEEXPORT void","extern UFUN_CAEEXPORT void UF_SF_free_formability_prop( UF_SF_material_formability_prop_p_t property_values );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_cae_retiring.h","3258"
"UF_SF_free_idealize_parms","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_free_idealize_parms ( UF_SF_idealize_parms_p_t parms_p );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","3507"
"UF_SF_free_idealize_region","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_free_idealize_region ( UF_SF_idealize_region_p_t region_p );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","3666"
"UF_SF_free_matl_prop","extern UFUN_CAEEXPORT void","extern UFUN_CAEEXPORT void UF_SF_free_matl_prop( UF_SF_material_prop_t* property_values );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_cae_retiring.h","3212"
"UF_SF_free_matl_strength_prop","extern UFUN_CAEEXPORT void","extern UFUN_CAEEXPORT void UF_SF_free_matl_strength_prop( UF_SF_material_strength_prop_p_t property_values );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_cae_retiring.h","3235"
"UF_SF_free_midsrf_user_parms","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_free_midsrf_user_parms ( UF_SF_midsrf_user_parms_p_t parms_p );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4370"
"UF_SF_get_auto_element_size","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_get_auto_element_size ( int num_objects, tag_p_t objects_p, double *esize );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf_retiring.h","60"
"UF_SF_idealized_part_ask_master_part","extern UFUN_CAEEXPORT tag_t","extern UFUN_CAEEXPORT tag_t UF_SF_idealized_part_ask_master_part ( tag_t idealized_part_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4513"
"UF_SF_init_fatigue_prop","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_init_fatigue_prop( UF_SF_material_fatigue_prop_p_t property_values );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_cae_retiring.h","3191"
"UF_SF_init_formability_prop","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_init_formability_prop( UF_SF_material_formability_prop_p_t property_values );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_cae_retiring.h","3169"
"UF_SF_init_matl_prop","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_init_matl_prop( UF_SF_material_prop_p_t property_values );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_cae_retiring.h","3126"
"UF_SF_init_matl_strength_prop","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_init_matl_strength_prop( UF_SF_material_strength_prop_p_t property_values );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_cae_retiring.h","3147"
"UF_SF_init_mshvld_error_container","extern UFUN_CAEEXPORT void","extern UFUN_CAEEXPORT void UF_SF_init_mshvld_error_container ( UF_SF_mesh_error_container_p_t container );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf_mshvld.h","333"
"UF_SF_is_fem","extern UFUN_CAEEXPORT logical","extern UFUN_CAEEXPORT logical UF_SF_is_fem ( tag_t fem_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4654"
"UF_SF_is_idealized_part","extern UFUN_CAEEXPORT logical","extern UFUN_CAEEXPORT logical UF_SF_is_idealized_part ( tag_t idealized_part_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4527"
"UF_SF_is_midsrf","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_is_midsrf ( tag_t sheet_body_tag, logical *is_midsrf, int *midsrf_type, tag_t *feature_tag ) ;","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4343"
"UF_SF_is_offset_midsrf","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_is_offset_midsrf ( tag_t sheet_body_tag, logical *is_midsrf );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","3447"
"UF_SF_is_scenario_part","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_is_scenario_part ( void );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","1312"
"UF_SF_is_simulation","extern UFUN_CAEEXPORT logical","extern UFUN_CAEEXPORT logical UF_SF_is_simulation ( tag_t simulation_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4700"
"UF_SF_is_userdef_midsrf","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_is_userdef_midsrf ( tag_t sheet_body_tag, logical *is_midsrf, tag_t *feature_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","4225"
"UF_SF_LEGEND_set_colors","extern UGOPENINT_CAEEXPORT int","extern UGOPENINT_CAEEXPORT int UF_SF_LEGEND_set_colors ( UF_SF_COLOR_attr_p_t color_attr_p );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf_ugopenint.h","269"
"UF_SF_link_material","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_link_material( tag_t material_tag, tag_t object_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_cae_retiring.h","2741"
"UF_SF_link_section","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_link_section( tag_t section_tag , tag_t mesh_geom_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","871"
"UF_SF_locate_all_meshes","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_locate_all_meshes ( tag_t mesh_tag, int *mesh_count, tag_p_t* mesh_pointer );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","3934"
"UF_SF_locate_element","extern UFUN_CAEEXPORT int","extern UFUN_CAEEXPORT int UF_SF_locate_element ( tag_t mesh_tag , int* num_of_elements , tag_t** element_tags_p );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_sf.h","1474"
